X Field,X軸欄位
"As there are sufficient raw materials, Material Request is not required for Warehouse {0}.","因倉庫 {0} 有足夠庫存，未生成物料需求。"
Rounding Loss Allowance,小數精度尾差限額
Gain/Loss from Revaluation,重估損益
Gain/Loss already booked,已記帳損益
New Balance In Account Currency,科目貨幣新餘額
"Gain/Loss accumulated in foreign currency account. Accounts with '0' balance in either Base or Account currency","外幣累計損益，"
"Only values between [0,1) are allowed. Like {0.00, 0.04, 0.09, ...}
Ex: If allowance is set at 0.07, accounts that have balance of 0.07 in either of the currencies will be considered as zero balance account","限0到1之間，如0.04，0.09
舉例 尾差限額0.07，本幣或外幣餘額小於0.07時被視為餘額為0"
Select Link,讀(連結欄位)
Last 6 months,上半年
Next Quarter,下季度
Next 6 months,下半年
Client Secret,用戶端秘鑰
Allow existing Serial No to be Manufactured/Received again,允許現有序號重新生產及入庫
Show Taxes as Table in Print,稅以明細表形式列印輸出
Enable Automatic Party Matching,啟用自動匹配往來單位
Auto match and set the Party in Bank Transactions,在銀行交易中自動匹配並設定往來單位欄位
Banking,銀行,
Ignore Closing Balance,忽略期末庫存餘額
Regenerate Closing Stock Balance,重新生成期末庫存全額
Closing Stock Balance,期末庫存餘額
For quantity {0} should not be greater than allowed quantity {1},成品數量 {0} 不能大於剩餘可入庫數量 {1}
Uses Auto Increment feature of database.,使用資料庫的自增序列功能
WARNING: After using this option, any other naming option will not be accessible.,警告:自增編號功能會導致其它編號方式失效
Cannot change to/from autoincrement autoname in Customize Form,訂製表單不支持修改自增編號
Can only change to/from Autoincrement naming rule when there is no data in the doctype,僅在單據類型無資料時修改自增編號
Sort Options,按選項值排序
Ignore Available Stock,忽略可用數量
Consolidate Sales Order Items,合併物料
"If enabled, the system won't create material requests for the available items.","勾選後，系統不會為有可用數量的物料創建物料需求"
"If this checkbox is enabled, then the system won't run the MRP for the available sub-assembly items.","勾選後，計劃數量=需求-可用庫存，可用足夠時子裝配件被刪除"
"If this checkbox is enabled, then the system won’t run the MRP for the available sub-assembly items.","勾選後，計劃數量=需求-可用庫存，可用足夠時子裝配件被刪除"
"No Work Orders were created",無待創建的生產工單
Get Outstanding Orders,選未關閉訂單
"{0} {1} is associated with {2}, but Party Account is {3}", 待付款源單據 {0} {1} 科目 {2} 與當前收付款憑證科目 {3} 不一致
Is Group Warehouse,是父倉庫
Transit,中轉
Allow Negative rates for Items,允許物料負單價
Account Closing Balance,科目結帳餘額
Ignore Account Closing Balance,忽略科目結帳餘額
"Financial reports will be generated using GL Entry doctypes (should be enabled if Period Closing Voucher is not posted for all years sequentially or missing) ",如果之前年度未按順序或沒做過期末結帳憑證，請勾選，這樣財務報表資料源就是總帳明細而不是上年餘額加本年明細
Exchange Rate Revaluation Settings,匯率重估設定
Auto Create Exchange Rate Revaluation,自動創建匯率重估
Submit ERR Journals?,直接提交自動創建的匯率重估日記帳憑證
"Adjustment for {} {}",調整 {} {}
Use Company Default Round Off Cost Center,使用公司默認小數精度尾差成本中心
Packed Qty,裝箱數量
Row {0}: Packed Qty must be equal to {1} Qty.,第 {0} 行：裝箱數量必須與 {1} 數量相等
Add to Prospect,關聯意向客戶
Add Lead to Prospect,線索關聯意向客戶
Leads,線索
Production Plan Qty,生產計劃數量
Invalid Account,無效科目,
Row #{0}: Account {1} does not belong to company {2}, 第 {0} 行 ：科目 {1} 不是公司 {3} 的有效科目
Row {0}: Cost Center {1} does not belong to Company {2}, 第 {0} 行 ：成本中心 {1} 不是公司 {3} 的有效成本中心
"A template with tax category {0} already exists. Only one template is allowed with each tax category", 每個稅種只能分派一個稅費模板， 稅種 {0} 已分派了稅費模板
RQ Job,RQ後台任務
RQ Worker,RQ後台進程
Worker Information,進程資訊
Queue(s),隊列
Queue Type(s),隊列類型
Statistics,統計資訊
Successful Job Count,成功任務數量
Failed Job Count,失敗任務數量
Worker Name,進程名
Total Working Time,總進程時間
Last Heartbeat,上一次心跳
Utilization %,利用率%
Job Info,任務資訊
Job Name,任務名
Queue,隊列
Timeout,超時
Job Status,任務狀態
Time Taken,運行時間
Arguments,參數
PID,進程ID
Started At,開始時間
Ended At,結束時間
This is a virtual doctype and data is cleared periodically.,這是個虛擬單據，資料會被定期清理
queued,已進入隊列
started,已開始
finished,已完成
failed,失敗
deferred,已延遲
scheduled,已排程
canceled,取消
BOM Importer,物料清單匯入工具
BOM Update Log,物料清單更新日誌
Data Import Log,資料匯入日誌
Are you sure you want to remove the {0} filter?,你確定要刪除過濾條件 {0}？
"Sets 'Reserve Warehouse' in each row of the Supplied Items table.",為委外原材料表設定預留倉庫
You are not permitted to access this resource.,不允許調用內部非白名單方法
"Function {0} is not whitelisted.",方法 {0} 申明前未新增@frappe.whitelist()裝飾器
Method Not Allowed,方法不可調用
"Only one Subcontracting Order can be created against a Purchase Order, cancel the existing Subcontracting Order to create a new one.",一個委外採購訂單只能創建一個委外訂單
Show Currency Symbol on Right Side,在金額右邊顯示貨幣符號
Add Local Holidays,新增國家公眾假期
Mid-Autumn Festival,中秋節
New Year's Day,陽曆新年
National Day,國慶節
Chinese New Year (Spring Festival),農曆新年
Tomb-Sweeping Day,清明節
Dragon Boat Festival,端午節
Labour Day,勞動節
Set Landed Cost Based on Purchase Invoice Rate,到岸成本(採購入庫)以採購發票價為準
"Users can enable the checkbox If they want to adjust the incoming rate (set using purchase receipt) based on the purchase invoice rate.",勾選後採購發票與採購入庫的價差會自動(追溯)結轉到採購入庫時的庫存成本
All these items have already been Invoiced/Returned,所有物料已經開票/被退貨,
xlrd.biffh.XLRDError: Excel xlsx file; not supported,只支持elsx格式
No matching references found for auto reconciliation,自動核銷未匹配可核銷單據
Filter by Reference Date,按參考日期過濾
From Reference Date,參考日期起
To Reference Date,參考日期止
Auto Reconcile,自動核銷
Unreconcile Transaction,取消銀行交易流水核銷
Please add the Bank Account column,請包括銀行戶頭Bank Account欄位
naming_series,單據號模板
date,日期
status,狀態
bank_account,銀行戶頭
deposit,存款
withdrawal,取款
reference_number,參考單據號
transaction_id,銀行交易流水號
transaction_type,交易類型
payment_entries,付款憑證
allocated_amount,已分配金額
amended_from,修訂自(上一版單據號)
unallocated_amount,未分配金額
party_type,往來類型
party,往來單位
bank_party_name,開戶人
bank_party_account_number,銀行帳號
bank_party_iban,國際銀行帳號iban
Party Name/Account Holder (Bank Statement),開戶人(銀行對帳)
Party Account No. (Bank Statement),銀行帳號(銀行對帳)
Party IBAN (Bank Statement),國際銀行帳號iban(銀行對帳)
Let's set up your account,設定帳號
Setup your organization,設定公司
Welcome,歡迎
Module Settings,模組設定
Communication Channels,溝通管道
No {0} found with matching filters. Clear filters to see all {0}.,"未找到匹配當前篩選條件的{0},請清除篩選條件後查看全部{0}"
List View,列表視圖
"If ""Months"" is selected, a fixed amount will be booked as deferred revenue or expense for each month irrespective of the number of days in a month. It will be prorated if deferred revenue or expense is not booked for an entire month",如果選擇“月”，則無論一個月的天數如何，都會將固定金額記錄為每個月的遞延收入或費用。如果整個月未記錄遞延收入或費用，則將按比例分配
"If this is unchecked, direct GL entries will be created to book deferred revenue or expense",不勾選時系統直接創建遞延收入/費用會計憑證
Show Balances in Chart Of Accounts,在科目表中顯示餘額
Copy to Clipboard,複製到剪貼板
Remind Me,提醒我
Stock Reservation,庫存預留
Enable Stock Reservation,啟用庫存預留
Allows to keep aside a specific quantity of inventory for a particular order.,允許為特定訂單保留特定數量的庫存
You last edited this,你上次編輯
You changed the value of {0},你更改了 {0}
You changed the value of {0} {1},你更改了 {0} {1}
Build,構建
Workspace,工作區
Desk User,桌面用戶
Submission Queue,提交隊列
Marketing Campaign,行銷活動
Custom HTML Block,自訂HTML塊
Connected App,關聯應用
Token Cache,Token快取
POS Invoice,POS發票
Voice Call Settings,語音通話設定
No filters selected,未選擇過濾條件
Add a Filter,新增篩選
Sales Contributions and Incentives,銷售貢獻和激勵措施
How often should Project and Company be updated based on Sales Transactions?,專案和公司主資料中的銷量統計多久更新一次？
Don't Reserve Sales Order Qty on Sales Return,銷售退貨不預留銷售訂單數量
Newly created user {0} has no roles enabled.,新創建的用戶 {0} 未啟用任何角色
Roles & Permissions,角色和權限
User Details,用戶詳細資訊
Desk Theme,桌面主題
Light,淺色
Dark,深色
Automatic,自動
Desk Settings,桌面設定
Apply Filters,應用篩選
Overview,概況
Company Details,公司資訊
Joining,入職
Attendance & Leaves,出勤和休假
Cost to Company (CTC),公司成本（CTC）
Salary Currency,薪資貨幣
Passport Details,護照資訊
Exit Interview Held On,離職面談時間
Search or type a command (Ctrl + G),搜索或輸入命令 (Ctrl + G)
Address used to determine Tax Category in transactions,業務交易用於決定稅別的地址
"The following values do not exist for {0}: {1}",以下單據 {0}：{1} 不存在
Value Based Inspection,檢測結果
{0}-Above,>={0}天
"{0} Account",{0}科目
Set Default Supplier,設定默認供應商
Create Stock Entry,新建物料移動
Expense Head Changed,費用科目已被修改,
{0} {1} has already been fully paid., {0} {1} 已完全付款
Row #{0}: Allocated amount:{1} is greater than outstanding amount:{2} for Payment Term {3}, 第 {0} 行：已分配金額 {1} 大於針對付款條款 {3} 的未付金額
